DATE,SP500
5/3/2023,4090.75
5/4/2023,4061.22
5/5/2023,4136.25
5/8/2023,4138.12
5/9/2023,4119.17
5/10/2023,4137.64
5/11/2023,4130.62
5/12/2023,4124.08
5/15/2023,4136.28
5/16/2023,4109.9
5/17/2023,4158.77
5/18/2023,4198.05
5/19/2023,4191.98
5/22/2023,4192.63
5/23/2023,4145.58
5/24/2023,4115.24
5/25/2023,4151.28
5/26/2023,4205.45
5/29/2023,.
5/30/2023,4205.52
5/31/2023,4179.83
6/1/2023,4221.02
6/2/2023,4282.37
6/5/2023,4273.79
6/6/2023,4283.85
6/7/2023,4267.52
6/8/2023,4293.93
6/9/2023,4298.86
6/12/2023,4338.93
6/13/2023,4369.01
6/14/2023,4372.59
6/15/2023,4425.84
6/16/2023,4409.59
6/19/2023,.
6/20/2023,4388.71
6/21/2023,4365.69
6/22/2023,4381.89
6/23/2023,4348.33
6/26/2023,4328.82
6/27/2023,4378.41
6/28/2023,4376.86
6/29/2023,4396.44
6/30/2023,4450.38
7/3/2023,4455.59
7/4/2023,.
7/5/2023,4446.82
7/6/2023,4411.59
7/7/2023,4398.95
7/10/2023,4409.53
7/11/2023,4439.26
7/12/2023,4472.16
7/13/2023,4510.04
7/14/2023,4505.42
7/17/2023,4522.79
7/18/2023,4554.98
7/19/2023,4565.72
7/20/2023,4534.87
7/21/2023,4536.34
7/24/2023,4554.64
7/25/2023,4567.46
7/26/2023,4566.75
7/27/2023,4537.41
7/28/2023,4582.23
7/31/2023,4588.96
8/1/2023,4576.73
8/2/2023,4513.39
8/3/2023,4501.89
8/4/2023,4478.03
8/7/2023,4518.44
8/8/2023,4499.38
8/9/2023,4467.71
8/10/2023,4468.83
8/11/2023,4464.05
8/14/2023,4489.72
8/15/2023,4437.86
8/16/2023,4404.33
8/17/2023,4370.36
8/18/2023,4369.71
8/21/2023,4399.77
8/22/2023,4387.55
8/23/2023,4436.01
8/24/2023,4376.31
8/25/2023,4405.71
8/28/2023,4433.31
8/29/2023,4497.63
8/30/2023,4514.87
8/31/2023,4507.66
9/1/2023,4515.77
9/4/2023,.
9/5/2023,4496.83
9/6/2023,4465.48
9/7/2023,4451.14
9/8/2023,4457.49
9/11/2023,4487.46
9/12/2023,4461.9
9/13/2023,4467.44
9/14/2023,4505.1
9/15/2023,4450.32
9/18/2023,4453.53
9/19/2023,4443.95
9/20/2023,4402.2
9/21/2023,4330
9/22/2023,4320.06
9/25/2023,4337.44
9/26/2023,4273.53
9/27/2023,4274.51
9/28/2023,4299.7
9/29/2023,4288.05
10/2/2023,4288.39
10/3/2023,4229.45
10/4/2023,4263.75
10/5/2023,4258.19
10/6/2023,4308.5
10/9/2023,4335.66
10/10/2023,4358.24
10/11/2023,4376.95
10/12/2023,4349.61
10/13/2023,4327.78
10/16/2023,4373.63
10/17/2023,4373.2
10/18/2023,4314.6
10/19/2023,4278
10/20/2023,4224.16
10/23/2023,4217.04
10/24/2023,4247.68
10/25/2023,4186.77
10/26/2023,4137.23
10/27/2023,4117.37
